file,key,q,nterms,nmasks,D,bandwidth,censored
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-013.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-013.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-013.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-014.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-014.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-014.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-015.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-015.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-015.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-016.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-016.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-016.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-017.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-017.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-017.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-018.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-018.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-018.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-019.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-019.cnf-18-cc,18,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-019.cnf-20-cc,20,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-02.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-02.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-02.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-020.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-020.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-020.cnf-20-cc,20,53,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-021.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-021.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-021.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-022.cnf-16-cc,16,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-022.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-022.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-023.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-023.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-023.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-024.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-024.cnf-18-cc,18,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-024.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-025.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-025.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-025.cnf-20-cc,20,51,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-026.cnf-16-cc,16,34,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-026.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-026.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-027.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-027.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-027.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-028.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-028.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-028.cnf-20-cc,20,51,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-029.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-029.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-029.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-03.cnf-16-cc,16,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-03.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-03.cnf-20-cc,20,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-030.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-030.cnf-18-cc,18,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-030.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-031.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-031.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-031.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-032.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-032.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-032.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-033.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-033.cnf-18-cc,18,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-033.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-034.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-034.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-034.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-035.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-035.cnf-18-cc,18,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-035.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-036.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-036.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-036.cnf-20-cc,20,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-037.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-037.cnf-18-cc,18,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-037.cnf-20-cc,20,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-038.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-038.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-038.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-039.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-039.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-039.cnf-20-cc,20,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-04.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-04.cnf-18-cc,18,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-04.cnf-20-cc,20,55,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-040.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-040.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-040.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-041.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-041.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-041.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-042.cnf-16-cc,16,34,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-042.cnf-18-cc,18,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-042.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-043.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-043.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-043.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-044.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-044.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-044.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-045.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-045.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-045.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-046.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-046.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-046.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-047.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-047.cnf-18-cc,18,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-047.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-048.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-048.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-048.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-049.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-049.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-049.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-05.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-05.cnf-18-cc,18,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-05.cnf-20-cc,20,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-050.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-050.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-050.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-051.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-051.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-051.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-052.cnf-16-cc,16,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-052.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-052.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-053.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-053.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-053.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-054.cnf-16-cc,16,32,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-054.cnf-18-cc,18,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-054.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-055.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-055.cnf-18-cc,18,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-055.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-056.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-056.cnf-18-cc,18,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-056.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-057.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-057.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-057.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-058.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-058.cnf-18-cc,18,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-058.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-059.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-059.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-059.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-06.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-06.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-06.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-060.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-060.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-060.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-061.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-061.cnf-18-cc,18,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-061.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-062.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-062.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-062.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-063.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-063.cnf-18-cc,18,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-063.cnf-20-cc,20,51,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-064.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-064.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-064.cnf-20-cc,20,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-065.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-065.cnf-18-cc,18,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-065.cnf-20-cc,20,51,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-066.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-066.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-066.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-067.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-067.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-067.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-068.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-068.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-068.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-069.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-069.cnf-18-cc,18,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-069.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-07.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-07.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-07.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-070.cnf-16-cc,16,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-070.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-070.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-071.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-071.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-071.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-072.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-072.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-072.cnf-20-cc,20,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-073.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-073.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-073.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-074.cnf-16-cc,16,33,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-074.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-074.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-075.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-075.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-075.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-076.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-076.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-076.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-077.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-077.cnf-18-cc,18,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-077.cnf-20-cc,20,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-078.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-078.cnf-18-cc,18,41,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-078.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-079.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-079.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-079.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-08.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-08.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-08.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-080.cnf-16-cc,16,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-080.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-080.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-081.cnf-16-cc,16,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-081.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-081.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-082.cnf-16-cc,16,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-082.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-082.cnf-20-cc,20,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-083.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-083.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-084.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-084.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-084.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-085.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-085.cnf-18-cc,18,43,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-085.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-086.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-086.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-086.cnf-20-cc,20,53,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-087.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-087.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/uf200-ham.hdf5,0-uf200-087.cnf-20-cc,20,48,1,1,0,
